,hour,station_complex_id,station_complex,ridership,transfers
1048,09,9,"57 St-7 Av (N,Q,R,W)",23.0,0.0
1049,09,143,Inwood-207 St (A),15.0,1.0
1050,09,169,"Canal St (A,C,E)",11.0,0.0
1051,09,224,57 St (F),1.0,0.0
1052,09,276,"5 Av/53 St (E,M)",1.0,0.0
1053,09,328,WTC Cortlandt (1),17.0,0.0
1054,09,392,"125 St (4,5,6)",125.0,6.0
1055,09,477,72 St (Q),26.0,0.0
1056,09,623,"Canal St (J,N,Q,R,W,Z,6)",130.0,0.0
1057,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",11.0,0.0
1058,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",601.0,9.0
1059,09,231,"Grand St (B,D)",110.0,5.0
1060,09,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",1286.0,9.0
1061,09,612,"Lexington Av-53 St (E,M)/51 St (6)",201.0,3.0
1062,09,610,"Grand Central-42 St (S,4,5,6,7)",829.0,18.0
1063,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",418.0,0.0
1064,09,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",117.0,0.0
1065,09,277,"7 Av (E,B,D)",76.0,1.0
