facility_id,program_type,facility_status,facility_name,city,zip_code,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capcity,total_capacity
427402,GFDC,License,"Fidan, Valentina",Woodside,11377,Queens 24,0,0,0,4,12,16
40891,SACC,Registration,"Before & After School Child Care On Location, Inc.",Liverpool,13088,Liverpool,0,0,0,162,0,162
821335,GFDC,License,"Cuevas, Heridania",Bronx,10468,Bronx 10,0,0,0,4,12,16
42793,SACC,Registration,Scope Education Services,East Meadow,11554,East Meadow,0,0,0,80,0,80
39187,DCC,License,Trinity Nursery and Day Care Center,Albany,122101131,Albany,24,18,40,0,0,82
451060,GFDC,License,Our Angels Day Care,Woodhaven,114212504,Queens 27,0,0,0,4,12,16
845271,SACC,Registration,HeartShare St. Vincent's Services Inc.,Brooklyn,11223,Brooklyn 21,0,0,0,118,0,118
764709,DCC,License,Expressive Beginnings Child Care,Rochester,14615,Greece,16,36,48,34,0,134
238709,GFDC,License,"Jones, Elizabeth",Brooklyn,11201,Brooklyn 13,0,0,0,4,12,16
72224,GFDC,License,New Age Family Day Care Inc.,Brooklyn,11208,Brooklyn 19,0,0,0,0,10,10
855534,GFDC,License,"Spicer, Shelli",Portland,14769,Brocton,0,0,0,4,12,16
887,FDC,Registration,"Bova, Ramona",Lake Placid,12946,Lake Placid,0,0,0,2,6,8
782673,GFDC,License,Educated Minds,Rochester,14605,Rochester,0,0,0,4,12,16
73287,SACC,Registration,Home Sweet Home Children's School,Fresh Meadows,11365,Queens 26,0,0,0,20,0,20
815021,GFDC,License,Funny Bees Day Care Inc.,Uniondale,11553,Uniondale,0,0,0,4,12,16
752823,GFDC,License,"Fermin Infante, Deborah",Bronx,10456,Bronx 9,0,0,0,4,12,16
238856,DCC,License,"Caring and Sharing Child Care Center, Inc.",Rochester,146096205,Rochester,8,0,67,38,0,113
855549,GFDC,License,"Rosa Lara, Elvis",Bronx,10454,Bronx 7,0,0,0,4,12,16
801922,SACC,Registration,"New York Edge, Inc.",Brooklyn,11209,Brooklyn 20,0,0,0,213,0,213
763751,FDC,Registration,Jolly Learner Family Daycare,Bay Shore,11706,Brentwood,0,0,0,0,5,5
437632,GFDC,License,Ana's Group Daycare,Yonkers,10705,Yonkers,0,0,0,4,12,16
804031,FDC,Registration,Little Garden Day Care,Kew Gardens,11415,Queens 28,0,0,0,2,6,8
71143,GFDC,License,"Benjamin, Mary",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16
458868,GFDC,License,"Corzo Greehy, Irma",Ozone Park,11416,Queens 27,0,0,0,4,12,16
653248,GFDC,License,"Eddy, Alisa",Skaneateles,13152,Skaneateles,0,0,0,4,12,16
479766,SACC,Registration,"Imani Cultural Academy, Inc.",Mount Vernon,10550,Mount Vernon,0,0,0,80,0,80
790991,GFDC,License,Gabriel C. Academy,Bronx,10462,Bronx 11,0,0,0,4,12,16
762341,GFDC,License,"Su, Haiyan",Flushing,11354,Queens 25,0,0,0,4,12,16
43597,DCC,License,"Rising Ground, Inc.",Yonkers,10705,Yonkers,0,0,124,0,0,124
24057,GFDC,License,Forever Angels Day Care,Rushville,14544,Gorham-Middlesex,0,0,0,2,12,14
867450,GFDC,License,BETHEL’S PININOS DAYCARE CORP.,Bay Shore,11706,Islip,0,0,0,4,12,16
256705,SACC,Registration,HANAC INC.,Jackson Heights,11372,Queens 30,0,0,0,217,0,217
220268,GFDC,License,BUMBLE BEE (BRONX) DAY CARE LLC,Bronx,10458,Bronx 10,0,0,0,4,12,16
272103,FDC,Registration,"Tejeda, Ruth",Corona,11368,Queens 24,0,0,0,2,5,7
565394,SACC,Registration,"Samuel Field YM & YWHA, Inc @ PS 165",Flushing,11367,Queens 25,0,0,0,278,0,278
762328,GFDC,License,"Roze, Ineta",Brooklyn,11223,Brooklyn 21,0,0,0,4,12,16
403645,GFDC,License,"JOY WRAY'S FUTURE LEADERS, INC.",QUEENS VILLAGE,11429,Queens 29,0,0,0,4,12,16
836749,SACC,Registration,TSL Adventures LLC @ Abram Lansing,Cohoes,12047,Cohoes,0,0,0,44,0,44
739341,GFDC,License,"Ramos, Yoely",Bronx,10463,Bronx 10,0,0,0,0,10,10
74139,SACC,Registration,Sunnyside Community Services @ PS 150,Sunnyside,11104,Queens 30,0,0,0,248,0,248
796138,SACC,Registration,"South Queens Boys & Girls Club, Inc.",Richmond Hill,11418,Queens 27,0,0,0,326,0,326
826352,SACC,Registration,Good Shepherd Services @ Prince Joshua Community Center,Brooklyn,11207,Brooklyn 19,0,0,0,61,0,61
348597,GFDC,License,CARLISAS HOME AWAY FROM HOME DAYCARE,Rochester,146085238,Rochester,0,0,0,4,12,16
847164,DCC,License,"Little Leaf Nursery, LLC",Yonkers,10701,Hastings On Hudson,0,0,17,0,0,17
555859,DCC,License,"ROZZIES DAY CARE, INC.",Roosevelt,11575,Roosevelt,0,0,26,54,0,80
783414,GFDC,License,Sisters GFDC Corp.,Bronx,10458,Bronx 10,0,0,0,4,12,16
72656,GFDC,License,"La Garderie, Inc.",Staten Island,10310,Richmond 31,0,0,0,0,10,10
824841,DCC,License,Greentrees Country Day,Syosset,11791,Syosset,8,36,50,0,0,94
42960,DCC,License,Gan Shalom Nurs. Sch./Reconstructionist Synagogue,Manhasset,11030,Manhasset,0,17,50,0,0,67
327747,GFDC,License,"Santos, Jacqueline",New York,10002,Manhattan 1,0,0,0,2,12,14
587459,SACC,Registration,CAMBA @ East New York Beacon IS 166,Brooklyn,11207,Brooklyn 19,0,0,0,164,0,164
373101,DCC,License,"The Learning Garden Day  Care Center, Inc",Yorktown Heights,10598,Somers,24,36,46,28,0,134
800203,SACC,Registration,Vision Ed Inc,Bronx,10451,Bronx 7,0,0,0,159,0,159
38611,GFDC,License,"Washington, Doris",Buffalo,14214,Buffalo,0,0,0,0,8,8
121816,GFDC,License,Loving Angels Child Care LLC,West Nyack,10994,Clarkstown,0,0,0,4,12,16
309250,GFDC,License,"Messam, Lola",South Richmond Hill,11419,Queens 28,0,0,0,2,12,14
242838,GFDC,License,Jessie's Jack ~N~Jill's  Daycare,Hudson Falls,12839,Hudson Falls,0,0,0,4,12,16
874426,GFDC,License,HAPPY KIDS LEARNING DAYCARE INC,Bronx,10456,Bronx 9,0,0,0,4,12,16
837756,GFDC,License,Rise N Shine Kids LLC,Rensselaer,12144,Rensselaer,0,0,0,4,12,16
231931,SACC,Registration,SISDA OST / Beacon Program - I.S.  217,Bronx,10459,Bronx 12,0,0,0,180,0,180
823090,GFDC,License,M.Maneiro Child Care,Webster,14580,Webster,0,0,0,4,12,16
8319,GFDC,License,Linda's Little People,Baldwinsville,13027,Baldwinsville,0,0,0,4,12,16
842313,GFDC,License,Shining Bright Daycare Inc.,Astoria,11106,Queens 30,0,0,0,4,12,16
43939,DCC,License,N.S.C.I.C. Early Head Start,Spring Valley,10977,East Ramapo,0,123,143,0,0,266
738422,GFDC,License,"Parkin- Ibrahim, Amanda",Verona,13478,Sherrill,0,0,0,4,12,16
242573,GFDC,License,Wiggles & Giggles Day Care,Mt. Vernon,10552,Mount Vernon,0,0,0,4,12,16
493475,GFDC,License,"Daley, Michelle",Bronx,10466,Bronx 11,0,0,0,4,12,16
856018,GFDC,License,"El Alfarero Daycare, LLC",Rochester,14615,Rochester,0,0,0,4,12,16
868622,SACC,Registration,YMCA of Greater Rochester - Eastside Family Branch,Penfield,14526,Webster,0,0,0,133,0,133
622481,SACC,Registration,BCS Gary Klinsky Children Services Center @ PS: 21,Brooklyn,11233,Brooklyn 16,0,0,0,184,0,184
403076,SACC,Registration,YMCA Virtual Y @ PS 194,Brooklyn,11229,Brooklyn 22,0,0,0,189,0,189
846799,GFDC,License,"Guzman, Milagros",New York,10009,Manhattan 1,0,0,0,4,12,16
770054,DCC,License,"Economic Opportunity Commission of Nassau County, Inc.",Long Beach,11561,Long Beach,0,0,84,0,0,84
36803,GFDC,License,Bree's Childcare Service,Rochester,146113827,Rochester,0,0,0,4,12,16
849470,GFDC,License,My Tiny Explorers Daycare Corp.,Uniondale,11553,Uniondale,0,0,0,4,12,16
628409,GFDC,License,Blessed Beginnings Child Care Inc,Mount Vernon,10553,Mount Vernon,0,0,0,4,12,16
846270,SACC,Registration,Ultimate Enrichment @ PS 46,Oakland Gardens,11364,Queens 26,0,0,0,145,0,145
252059,GFDC,License,Carmen's Day Care,Sleepy Hollow,10591,Tarrytown,0,0,0,4,12,16
223221,GFDC,License,"Barba, Lady",BRONX,10456,Bronx 12,0,0,0,4,12,16
341110,SACC,Registration,"Youth Enrichment Services, Inc",Central Islip,11722,Central Islip,0,0,0,120,0,120
21945,GFDC,License,"Mitchell, Dianne",Buffalo,14215,Buffalo,0,0,0,2,12,14
705760,DCC,License,"Creative Beginnings Child Care Center, Inc",Rochester,14622,East Irondequoit,4,5,25,15,0,49
791620,DCC,License,New Beginnings of Hauppauge,Hauppauge,11788,Hauppauge,16,48,42,21,0,127
743958,GFDC,License,"Valverde, Janeth",New York,10033,Manhattan 6,0,0,0,4,12,16
620002,GFDC,License,"Dou, Anthony",Fresh Meadows,11366,Queens 26,0,0,0,4,12,16
807469,GFDC,License,"Vargas Baez, Lissette",Bronx,10472,Bronx 12,0,0,0,0,12,12
734685,GFDC,License,"Grullon, Josefina",Bronx,10457,Bronx 9,0,0,0,0,10,10
849130,FDC,Registration,Kangaroo Daycare,Mooers Forks,12959,Northern Adirondack,0,0,0,2,6,8
389368,GFDC,License,"Amigos Exploradores Daycare, Corp.",Westbury,11590,Westbury,0,0,0,4,12,16
273359,GFDC,License,MELANIE'S DAYCARE CORP,NEW YORK,10025,Manhattan 3,0,0,0,2,12,14
879234,GFDC,License,Rainbow Bright Group Family Daycare Corporation,Yonkers,10703,Yonkers,0,0,0,4,12,16
557208,GFDC,License,Little Angel Steps Daycare #3,Rochester,14605,Rochester,0,0,0,0,10,10
612679,GFDC,License,"Then, Flora",New York,10031,Manhattan 6,0,0,0,0,12,12
351375,FDC,Registration,"Smith, Amanda",Rome,13440,Rome,0,0,0,2,6,8
848508,FDC,Registration,"Meloche, Alisa",Delanson,12053,Duanesburg,0,0,0,2,6,8
663268,GFDC,License,"Five Star Day Care II, Inc",Bronx,10465,Bronx 8,0,0,0,4,12,16
479327,SACC,Registration,SoBRO,Bronx,10460,Bronx 12,0,0,0,500,0,500
880446,GFDC,License,EARLY STEPS KIDS DAYCARE LLC,Bronx,10460,Bronx 12,0,0,0,4,12,16
643928,GFDC,License,Magic Day Care Inc.,Staten Island,10306,Richmond 31,0,0,0,4,12,16
269469,GFDC,License,W. D. Day Care LLC,New City,10956,Clarkstown,0,0,0,4,12,16
839115,GFDC,License,Aisha's Alphabet Academy,Newburgh,12550,Newburgh,0,0,0,4,12,16
485412,GFDC,License,"D'Little Star Day Care, Inc",Jamaica,11435,Queens 28,0,0,0,4,12,16
873974,FDC,Registration,"Paredes Fabre, Katherine",Bronx,10467,Bronx 11,0,0,0,2,6,8
859381,FDC,Registration,Kings Castle,Albion,14411,Albion,0,0,0,2,6,8
843120,GFDC,License,"Ramirez, Tania",Bronx,10456,Bronx 9,0,0,0,4,12,16
768530,FDC,Registration,GRANDMA'S ANGELS,Hinsdale,14743,Hinsdale,0,0,0,2,6,8
707117,FDC,Registration,Tiny Toes Daycare,Belleville,13611,Belleville-Henderson,0,0,0,2,6,8
782220,SACC,Registration,"Hands That Make a Difference, Inc.",New York,10039,Manhattan 5,0,0,0,28,0,28
867914,GFDC,License,Dream Angels Daycare Corp,Amityville,11701,Copiague,0,0,0,4,12,16
519182,GFDC,License,ABC Three Sons Daycare Corp,Westbury,11590,Westbury,0,0,0,4,12,16
40309,SACC,Registration,Colonial Youth and Family Services,Mastic,119504104,William Floyd,0,0,0,120,0,120
819392,DCC,License,Catholic Charities of Onondaga County,Syracuse,13208,Syracuse,0,0,36,0,0,36
703885,GFDC,License,"Singletary, Wanda",Bronx,10456,Bronx 9,0,0,0,0,12,12
869884,GFDC,License,"Maley, Sara",Ilion,13357,Ilion,0,0,0,0,12,12
683765,FDC,Registration,JUST GROUND LEARNING DAYCARE,Lindenhurst,11757,Lindenhurst,0,0,0,0,6,6
615697,GFDC,License,"Lema, Gicela",Astoria,11102,Queens 30,0,0,0,4,12,16
343609,DCC,License,"Adelphi University, Alice Brown Early Learning Center",Garden City,11530,Garden City,0,12,59,0,0,71
797478,SACC,Registration,Cornell Cooperative Extension Association of Jefferson County,Adams,13605,Belleville-Henderson,0,0,0,95,0,95
19502,GFDC,License,"Nelson, Kathleen",Ogdensburg,13669,Ogdensburg,0,0,0,4,12,16
41923,SACC,Registration,"Young Men`s Christian Association of Central New York, Inc.",Marcellus,13108,Marcellus,0,0,0,50,0,50
788767,GFDC,License,Little Caterpillar Daycare,Brentwood,11717,Brentwood,0,0,0,4,12,16
378703,GFDC,License,Alu Soriano Daycare Inc.,SOUTH OZONE PARK,11420,Queens 27,0,0,0,4,12,16
714023,SACC,Registration,Healthy Kids Extended Day Program Inc.,Newburgh,12550,Valley-Montgomery,0,0,0,87,0,87
367235,GFDC,License,The Educational Garden,Brooklyn,11233,Brooklyn 16,0,0,0,4,12,16
285268,SACC,Registration,Children's Arts & Science Workshops @PS 115,New York,10033,Manhattan 6,0,0,0,248,0,248
695409,GFDC,License,Naz's Little Angels Group Day Care & Learning Ctr,Rosedale,11422,Queens 29,0,0,0,4,12,16
789126,FDC,Registration,"Espinal, Niurka",Bronx,10452,Bronx 9,0,0,0,2,6,8
40382,DCC,License,LIHSCDS Bellport Head Start,E Patchogue,11772,South Country,0,0,53,0,0,53
817710,GFDC,License,Kids N Todds Day Care LLC,Bronx,10466,Bronx 11,0,0,0,4,12,16
792764,FDC,Registration,Kelly's Home Daycare,Mahopac,10541,Mahopac,0,0,0,2,6,8
863225,GFDC,License,HAPPY WONDERLAND DAY CARE INC.,Brooklyn,11220,Brooklyn 15,0,0,0,4,12,16
106579,GFDC,License,"Learning Land Daycare, Inc.",Chester,10918,Chester,0,0,0,4,12,16
370209,GFDC,License,MY LITTLE TREASURES LLC,OZONE PARK,11417,Queens 27,0,0,0,4,12,16
835787,GFDC,License,"Tapia, Marina",Ozone Park,11417,Queens 27,0,0,0,4,12,16
645514,GFDC,License,"Olden, Carrie",Warrensburg,12885,Warrensburg,0,0,0,4,12,16
41174,DCC,License,HEBREW ACADEMY OF NASSAU COUNTY,WEST HEMPSTEAD,11552,West Hempstead,0,12,144,0,0,156
863222,DCC,License,HLB Management,CORNWALL ON HUDSON,12520,Cornwall,16,24,76,50,0,166
232581,SACC,Registration,"KIPS BAY BOYS' CLUB, INC.",Bronx,10465,Bronx 8,0,0,0,200,0,200
755023,GFDC,License,"REGINA GROUP FAMILY DAY CARE, INC",Brooklyn,11206,Brooklyn 32,0,0,0,2,12,14
825614,FDC,Registration,"Ready, Set, Grow",Schuyler Falls,12985,Peru,0,0,0,2,6,8
715118,DCC,License,"P.E.A.C.E., Inc. - Liverpool Head Start",Liverpool,13088,Liverpool,0,0,66,0,0,66
391374,GFDC,License,Knock Knock Day Care Corp,Brooklyn,11232,Brooklyn 15,0,0,0,4,12,16
732816,DCC,License,Saint Mark's United Methodist Church of Rockville Centre,Rockville Centre,11570,Rockville Centre,0,58,159,0,0,217
39310,DCC,License,Little Falls Kinder Center,Valatie,121842304,Ichabod Crane,6,10,15,10,0,41
539596,GFDC,License,"Jan's Kidz Childcare, Inc.",Carmel,10512,Mahopac,0,0,0,4,12,16
751070,GFDC,License,Laly's Little Angel's Daycare Corp.,Uniondale,11553,Uniondale,0,0,0,4,12,16
600660,DCC,License,A Kid's World Preschool & Daycare LLC,Mt. Kisco,10549,Bedford,8,6,11,10,0,35
43800,DCC,License,Plattsburgh YMCA Bright Beginnings,Plattsburgh,129033905,Peru,16,20,60,0,0,96
876618,GFDC,License,BRIGHT HOPE GROUP FAMILY DAYCARE CORP.,Bronx,10466,Bronx 11,0,0,0,4,12,16
874736,SACC,Registration,"Center for Family Life in Sunset Park, Inc.",Brooklyn,11232,Brooklyn 15,0,0,0,294,0,294
801428,GFDC,License,Ladder to Success,Brooklyn,11203,Brooklyn 18,0,0,0,4,12,16
179966,DCC,License,"North Utica Senior Citizens Recreation Center, Inc.",Utica,13502,Utica,0,0,0,60,0,60
316358,FDC,Registration,"Barton, Lynn",Gansevoort,12831,Saratoga Springs,0,0,0,2,6,8
858883,GFDC,License,Splendid Inti Child Care LLC,Elmont,11003,Elmont,0,0,0,4,12,16
797978,FDC,Registration,Sweet Tee Daycare & Child Care Services,Niagara Falls,14305,Niagara Falls,0,0,0,2,6,8
872251,FDC,Registration,"Martinez, Maria",New York,10029,Manhattan 4,0,0,0,2,6,8
280929,SACC,Registration,New York Junior Tennis League IS 61 Aces,Corona,11368,Queens 24,0,0,0,208,0,208
39785,SACC,Registration,Malverne Afterschool Center Inc.,Lynbrook,11563,Malverne,0,0,0,58,0,58
856605,GFDC,License,Teach N Tumble Daycare,Port Washington,11050,Port Washington,0,0,0,4,12,16
402002,GFDC,License,Precious Moments Preschool & Childcare,Coram,11727,Longwood,0,0,0,4,12,16
709911,SACC,Registration,YWCA @ M514 (New Design Middle School),New York,10027,Manhattan 6,0,0,0,149,0,149
856564,SACC,Registration,"Healthy Kids Extended Day Program, Inc",Poughkeepsie,12603,Wappingers,0,0,0,40,0,40
647184,GFDC,License,"Harris, Marilyn",New York,10027,Manhattan 5,0,0,0,4,12,16
768034,GFDC,License,Vikelsey Family Group Daycare Inc.,Corona,11368,Queens 24,0,0,0,4,12,16
871903,GFDC,License,"Evans, Mary",Brooklyn,11226,Brooklyn 22,0,0,0,4,12,16
733483,GFDC,License,Time for Kids Day Care Inc.,Brentwood,11717,Brentwood,0,0,0,4,12,16
839959,DCC,License,"TSL Adventures, LLC",Troy,12180,Troy,14,16,14,40,0,84
575478,GFDC,License,"Flores, Idonka",New York,10033,Manhattan 6,0,0,0,4,12,16
572424,DCC,License,"Sunshine RN, PT, OT, SLP & Psychology, PLLC",Ossining,10562,Ossining,0,0,17,9,0,26
263816,GFDC,License,"Pacheco, Carmen",Bronx,10472,Bronx 12,0,0,0,4,12,16
626024,SACC,Registration,YMCA BRONX YAS@MS 376,BRONX,10473,Bronx 8,0,0,0,96,0,96
42837,SACC,Registration,"Young Men's Christian Association of Middletown, N.Y.",Monroe,10950,Monroe-Woodbury,0,0,0,40,0,40
268478,DCC,License,Chautauqua Lake Child Care Center,Mayville,14757,Chautauqua Lake,8,12,122,80,0,222
766958,GFDC,License,TITITA'S DAY CARE CORP,Bronx,10452,Bronx 9,0,0,0,4,12,16
277172,GFDC,License,"Mckoy, Crystal",Brooklyn,11236,Brooklyn 18,0,0,0,2,10,12
831337,FDC,Registration,"Tejeda De Oleo, Kinverly",Bronx,10457,Bronx 9,0,0,0,2,6,8
651995,GFDC,License,"Pommelle, Maria",BRONX,10472,Bronx 8,0,0,0,2,12,14
879723,GFDC,License,NIKMO GROUP FAMILY DAYCARE,Brooklyn,11224,Brooklyn 21,0,0,0,4,12,16
270497,GFDC,License,Earleybird Daycare Corp.,Highland,12528,Highland,0,0,0,4,12,16
265114,GFDC,License,"VISION OF TRUE LIFE, GROUP FAMILY  DAY CARE",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16
866875,FDC,Registration,"Mohamed, Zainab",Buffalo,14213,Buffalo,0,0,0,2,6,8
843616,GFDC,License,"Burgos Soto, Rosa",New York,10033,Manhattan 6,0,0,0,2,12,14
880368,FDC,Registration,Sarah's Tender Loving Care (TLC),Rochester,14621,Rochester,0,0,0,2,6,8
475744,GFDC,License,Splish Splash Child Care,Rochester,14621,Rochester,0,0,0,0,10,10
487178,GFDC,License,"Vega, Dolores",BRONX,10459,Bronx 12,0,0,0,4,12,16
41806,DCC,License,"Care 4 Me, Inc",Beacon,12508,Beacon,8,20,19,19,0,66
64274,FDC,Registration,"Choudhury, Forida",New York,10009,Manhattan 2,0,0,0,2,6,8
406925,SACC,Registration,"SOUTHERN QUEENS PARK ASSOCIATION, INC.",Jamaica,11433,Queens 28,0,0,0,64,0,64
16146,FDC,Registration,"Del Duca, Lynn",Sloatsburg,10974,Ramapo(Edwin Gould),0,0,0,2,6,8
34721,GFDC,License,Pat's Child Care,Rochester,146214952,Rochester,0,0,0,4,12,16
823374,GFDC,License,"Vandermark, Tiffany",Binghamton,13901,Chenango Forks,0,0,0,4,12,16
73092,SACC,Registration,Friends of Crown Heights DCC #2,Brooklyn,11216,Brooklyn 17,0,0,0,60,0,60
797109,FDC,Registration,"Craig, Michelle",Bronx,10453,Bronx 9,0,0,0,2,6,8
456506,FDC,Registration,"Hodorovych, Nicole",Sidney Center,13839,Walton,0,0,0,2,6,8
39630,DCC,License,Childtime Learning Centers,Penfield,145261744,Penfield,16,22,29,12,0,79
29711,FDC,Registration,"Lee, Blanche",Cheektowaga,14225,Cheektowaga,0,0,0,2,5,7
410362,GFDC,License,Sing Along Daycare,Shirley,11967,Longwood,0,0,0,4,12,16
867906,SACC,Registration,"DLS LEARNING CENTER, INC.",Jamaica,11435,Queens 28,0,0,0,22,0,22
878636,SACC,Registration,"YMCA of Oswego, Inc. - Leighton",Oswego,13126,Oswego,0,0,0,50,0,50
658355,FDC,Registration,"Martinez, Yaneris",Bronx,10455,Bronx 8,0,0,0,2,6,8
824324,DCC,License,YMCA BUFFALO NIAGARA,Hamburg,14075,Hamburg,0,0,18,26,0,44
214007,GFDC,License,"Yakubov, Svetlana",Forest  Hills,11375,Queens 24,0,0,0,2,10,12
769684,DCC,License,"Little Feet Childcare Center, LLC",Katonah,10536,Katonah Lewisboro,15,20,35,0,0,70
72172,GFDC,License,"Basanelova, Svetlana",Rego Park,11374,Queens 28,0,0,0,4,12,16
412930,SACC,Registration,"Jewish Community Center of Greater Buffalo, Inc.",Getzville,14068,Williamsville,0,0,0,109,0,109
247054,SACC,Registration,YMCA of Greater Rochester,Victor,14564,Victor,0,0,0,135,0,135
74220,SACC,Registration,Spring Creek Corp. @ PS 346,Brooklyn,11239,Brooklyn 19,0,0,0,98,0,98
709887,SACC,Registration,Roads to Success @ PS/MS 57,New York,10029,Manhattan 4,0,0,0,56,0,56
414269,GFDC,License,"Welch Bramwell, Zonella",BRONX,10452,Bronx 9,0,0,0,2,12,14
372061,GFDC,License,Little World Group Family Day Care,Valley Stream,11580,Elmont,0,0,0,4,12,16
875648,GFDC,License,"Callahan, Patricia",Salem,12865,Greenwich,0,0,0,4,12,16
384582,GFDC,License,MS CS PLAYCARE DAYCARE,Rochester,146153108,Rochester,0,0,0,4,12,16
700512,GFDC,License,Baby First Daycare Corp.,Freeport,11520,Baldwin,0,0,0,4,12,16
42111,DCC,License,"Childtime Childcare, Inc.",Baldwinsville,13027,Baldwinsville,20,24,32,36,0,112
624602,SACC,Registration,Superior Daycare Center,Brooklyn,11207,Brooklyn 32,0,0,0,17,0,17
779514,GFDC,License,Avalon Prep LLC,Brooklyn,11233,Brooklyn 23,0,0,0,4,12,16
809704,GFDC,License,Happy Ocean Daycare Corp,BRONX,10456,Bronx 9,0,0,0,4,12,16
453835,GFDC,License,AMAZING HAVEN LLC,Bronx,10452,Bronx 9,0,0,0,4,12,16
614093,GFDC,License,"Francisco, Eligia",Bronx,10459,Bronx 8,0,0,0,4,12,16
50302,FDC,Registration,"Cox, Jacqueline",Flushing,11355,Queens 25,0,0,0,0,6,6
756907,FDC,Registration,"Alexander, Brandi",Buffalo,14211,Buffalo,0,0,0,2,6,8
44082,DCC,License,JCEO Tupper Lake Head Start Center,Tupper Lake,12986,Tupper Lake,0,0,38,0,0,38
354266,SACC,Registration,The Child Center Of New York @ PS 223,Jamaica,11434,Queens 27,0,0,0,278,0,278
834480,GFDC,License,"Feathers, Heidi",Jamesville,13078,Jamesville-Dewitt,0,0,0,4,12,16
275365,GFDC,License,Gummy Bear Daycare,Hyde Park,12538,Hyde Park,0,0,0,4,12,16
371840,GFDC,License,"Owen, Candace",Stittville,134691115,Holland Patent,0,0,0,4,12,16
495625,GFDC,License,"Hernandez, Antonio",Bronx,10456,Bronx 9,0,0,0,4,12,16
709846,SACC,Registration,"New York Edge, Inc.",Bronx,10472,Bronx 12,0,0,0,163,0,163
812321,FDC,Registration,Honey-Bunny's Play House,Rochester,14616,Greece,0,0,0,2,6,8
787823,DCC,License,First Stop Kids,Bellmore,11710,Bellmore,8,12,32,0,0,52
730639,SACC,Registration,Yeshiva Kehilath Yakov,Brooklyn,11211,Brooklyn 14,0,0,0,240,0,240
299055,GFDC,License,"Ali, Shelina",Bronx,10453,Bronx 10,0,0,0,4,12,16
841464,SACC,Registration,SCOPE EDUCATION SERVICES,Miller Place,117642035,Miller Place,0,0,0,85,0,85
253607,DCC,License,Genesee Street Children's Center,Utica,13501,Utica,0,7,60,41,0,108
43089,DCC,License,L.E.A.P. at River St.,Hudson Falls,12839,Hudson Falls,0,24,36,0,0,60
437184,GFDC,License,Lucia's Daycare,West Islip,11795,Brentwood,0,0,0,0,12,12
794132,GFDC,License,Caterpillar Clubhouse,Plattsburgh,12901,Beekmantown,0,0,0,4,12,16
43499,DCC,License,St. David's Episcopal Day School,Riverhead,11901,Riverhead,16,23,81,13,0,133
878445,FDC,Registration,BABIS DAYCARE LLC,Bronx,10462,Bronx 11,0,0,0,0,6,6
411149,GFDC,License,"Escalante, Ruby",Brooklyn,11221,Brooklyn 32,0,0,0,4,12,16
791451,DCC,License,Happy Hearts Take Two,Croton on Hudson,10520,Croton Harmon,16,36,80,15,0,147
798524,FDC,Registration,"Cerda, Maida",Bronx,10468,Bronx 10,0,0,0,2,6,8
713400,GFDC,License,"English, Mary",Livonia,14487,Livonia,0,0,0,4,12,16
869163,SACC,Registration,LINC School Age Child Care Program,Jamestown,14701,Jamestown,0,0,0,70,0,70
141492,GFDC,License,Corner of the Sky,Ithaca,14850,Ithaca,0,0,0,4,12,16
300714,GFDC,License,Miss. Krystyna's Daycare LLC,West Babylon,11704,West Babylon,0,0,0,4,12,16
529831,GFDC,License,"THE SUNSHINE ON THE GROUP OF CHILDREN  II, CORP.",Hempstead,11550,Hempstead,0,0,0,4,12,16
507684,GFDC,License,"Gomez Jimenez, Romelia",Bronx,10467,Bronx 10,0,0,0,4,12,16
275518,SACC,Registration,Family YMCA at Tarrytown,Briarcliff Manor,10510,Briarcliff Manor,0,0,0,102,0,102
725503,GFDC,License,"Pujols-Zoquier, Carmen",Bronx,10457,Bronx 12,0,0,0,0,12,12
865663,SACC,Registration,Time For You Playcare,Clifton Park,12065,Shenendehowa,0,0,0,110,0,110
39760,SACC,Registration,YMCA of Greater Rochester,Fairport,14450,Fairport,0,0,0,240,0,240
649096,GFDC,License,"Corsino, Lydia",New York,10031,Manhattan 6,0,0,0,4,12,16
674759,DCC,License,"Nanny's Nook Quality Home Daycare, Inc.",Buffalo,14208,Buffalo,8,23,10,13,0,54
857402,GFDC,License,"BNEI AHARON, INC.",Staten Island,10314,Richmond 31,0,0,0,4,12,16
879406,SACC,Registration,Mt Vernon Youth Bureau,Mt. Vernon,10553,Mount Vernon,0,0,0,176,0,176
748552,SACC,Registration,DREAM,New York,10029,Manhattan 4,0,0,0,290,0,290
766320,GFDC,License,"Park, Kathy",Pavilion,14525,Pavilion,0,0,0,4,12,16
826888,FDC,Registration,A Time to Treasure Childcare,Rochester,14612,Greece,0,0,0,2,6,8
54378,FDC,Registration,"Urena, Zoila",Bronx,10453,Bronx 9,0,0,0,0,6,6
518498,GFDC,License,Kennias Kids Daycare,Wallkill,12589,Wallkill,0,0,0,4,12,16
481959,SACC,Registration,"New York Center for Interpersonal Development, Inc.",Staten Island,10314,Richmond 31,0,0,0,890,0,890
707869,SACC,Registration,Friends of Crown Heights,Brooklyn,11207,Brooklyn 19,0,0,0,34,0,34
