facility_id,program_type,facility_status,facility_name,city,zip_code,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capcity,total_capacity
889318,GFDC,License,"Rodriguez De Crisostomo, Dahiana",New York,10030,Manhattan 5,0,0,0,4,12,16
894900,FDC,Registration,"Sims-Talton, Meghan",West Henrietta,14586,Rush-Henrietta,0,0,0,2,6,8
882278,SACC,Registration,"The Greater Ridgewood Youth Council, Inc.",Queens,11418,Queens 24,0,0,0,83,0,83
884695,GFDC,License,"Ceberino Kingsley, Jenny",Bronx,10461,Bronx 11,0,0,0,4,12,16
896749,GFDC,License,Kidz R Us LLC,Troy,12182,Lansingburgh,0,0,0,4,12,16
885882,SACC,Registration,Healthy Kids Extended Day Program Inc.,Amsterdam,12010,Amsterdam,0,0,0,80,0,80
883952,GFDC,License,LIL CUBS GROUP FAMILY DAYCARE CORP.,Bronx,10462,Bronx 8,0,0,0,4,12,16
905863,GFDC,License,"NACHITO DAY CARE CENTER II, INC.",Bronx,10465,Bronx 8,0,0,0,4,12,16
895984,FDC,Registration,Little Roamers Daycare,Rome,13440,Rome,0,0,0,2,6,8
909551,GFDC,License,Kids Magical World Inc.,Shirley,11967,William Floyd,0,0,0,4,12,16
898005,GFDC,License,JOYFUL TOTS DAYCARE CENTER INC.,Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16
889546,FDC,Registration,"Amaro Martinez, Marciel",Bronx,10452,Bronx 9,0,0,0,2,6,8
894055,GFDC,License,Girasoles Daycare Corp,Bronx,10457,Bronx 10,0,0,0,4,12,16
892352,GFDC,License,Little Bodies Big Minds Early Learning,Bronx,10465,Bronx 8,0,0,0,4,12,16
913799,FDC,Registration,Little Flock Child Care Services,Rochester,14609,Rochester,0,0,0,2,6,8
915750,GFDC,License,Little Bright Ones Daycare Corp,Bronx,10463,Bronx 10,0,0,0,0,12,12
910456,GFDC,License,RISE AND SHINE JC DAYCARE INC.,Valley Stream,11580,Valley Str Hemp 30,0,0,0,4,12,16
891168,GFDC,License,BRONX TINY EXPLORERS LLC,Bronx,10452,Bronx 9,0,0,0,2,10,12
891663,GFDC,License,Blessed Daycare,Rochester,14613,Rochester,0,0,0,4,12,16
901410,GFDC,License,One of Us Group Family Daycare LLC,"Bronx,",10460,Bronx 12,0,0,0,0,10,10
916032,GFDC,License,"Espinal, Cira",Hempstead,11550,Uniondale,0,0,0,4,12,16
913866,GFDC,License,Magnificent Minds,South Ozone,11420,Queens 27,0,0,0,4,12,16
886052,SACC,Registration,Inspired by Zoe LLC,Brooklyn,11233,Brooklyn 23,0,0,0,30,0,30
894507,FDC,Registration,"Edmonds, Rita",Rochester,14619,Rochester,0,0,0,2,6,8
882508,SACC,Registration,NYA PREP INC.,Whitestone,11357,Queens 25,0,0,0,145,0,145
900941,DCC,License,Childtime Childcare Inc,Rye Brook,10573,Blind Brook-Rye,8,22,24,0,0,54
900666,FDC,Registration,"Bernier, Rocio",Far Rockaway,11692,Queens 27,0,0,0,2,6,8
883598,GFDC,License,"Stacey's Little Angels, LLC",New York,10029,Manhattan 4,0,0,0,4,12,16
897717,GFDC,License,PK's Playhouse LLC,Buffalo,14204,Buffalo,0,0,0,4,12,16
911980,GFDC,License,"Estevez Tatis, Lisbeth",Woodhaven,11421,Queens 27,0,0,0,4,12,16
904214,SACC,Registration,Wei Bo Learning Organization,Brooklyn,112201220,Brooklyn 15,0,0,0,160,0,160
914315,GFDC,License,L and K Laugh and Play CORP,Bronx,10458,Bronx 10,0,0,0,4,12,16
884765,GFDC,License,"Musheyev, Hagit",Holliswood,11423,Queens 26,0,0,0,4,12,16
893629,FDC,Registration,"Benjamin, Moncia Alexandria",New York,10029,Manhattan 4,0,0,0,2,6,8
890084,GFDC,License,"Abad, Adalgisa",bronx,10460,Bronx 12,0,0,0,4,12,16
881718,DCC,License,The Hastings Nursery School,Hastings-on-Hudson,10706,Hastings On Hudson,0,12,40,0,0,52
917341,GFDC,License,Divrei Shulem Inc.,brooklyn,11219,Brooklyn 20,0,0,0,4,12,16
888156,GFDC,License,"Agramonte De Leon, Luisana",Bronx,10468,Bronx 10,0,0,0,2,12,14
906784,GFDC,License,"Alphabet Kids Day Care II, Inc.",Brentwood,11717,Brentwood,0,0,0,4,12,16
914706,GFDC,License,"Patrick, Thalia",New York,10456,Bronx 8,0,0,0,2,10,12
909910,GFDC,License,Linden Daycare Inc.,Yonkers,10701,Yonkers,0,0,0,4,12,16
892545,DCC,License,Lewis County Head Start,Lowville,13367,Lowville,0,0,16,0,0,16
913240,SACC,Registration,"Hands In 4 Youth, Inc.",NEW YORK,10014,Manhattan 2,0,0,0,74,0,74
898755,GFDC,License,"Kiddies Club House, LLC",Johnson City,13790,Johnson City,0,0,0,4,12,16
883303,GFDC,License,"All Angels Montessori, LLC",Wappingers Falls,12590,Wappingers,0,0,0,4,12,16
895681,FDC,Registration,3-J's Daycare,Rochester,14609,Rochester,0,0,0,2,6,8
886436,GFDC,License,"15TH STREET NYC DAYCARE, INC.",Brooklyn,11215,Brooklyn 15,0,0,0,4,12,16
887472,DCC,License,"Itsy Bitsy Inspirations Child Care Center, LLC",Painted Post,14870,Corning,16,12,0,0,0,28
910299,FDC,Registration,Little Learners Daycare,Schenectady,12306,Schenectady,0,0,0,2,6,8
925100,DCC,License,YMCA of the Twin Tiers,Olean,14760,,16,12,34,0,0,62
889725,GFDC,License,"Ramos De Aza, Berenissa",Bronx,10463,Bronx 10,0,0,0,0,12,12
887597,GFDC,License,LITTLE LANA DAYCARE LLC,Jamaica,11412,Queens 29,0,0,0,4,12,16
905424,GFDC,License,Little  Darlings  Day  Care  Inc.,Brooklyn,11219,Brooklyn 20,0,0,0,4,12,16
891626,GFDC,License,"Paez De Diaz, Rosmery",Bronx,10451,Bronx 9,0,0,0,4,12,16
885924,GFDC,License,"Moodie, Damion",Rosedale,11422,Valley Str Hemp 30,0,0,0,4,12,16
895217,GFDC,License,"Reyes Rodriguez, Kenia",Bronx,10457,Bronx 9,0,0,0,0,12,12
917976,GFDC,License,Kids Galaxy Daycare LLC,Bronx,10456,Bronx 9,0,0,0,2,12,14
904135,GFDC,License,"Silverio Ramos, Claudio",Bronx,10458,Bronx 10,0,0,0,0,10,10
912076,GFDC,License,Happy Feet Day Care BK LLC,Brooklyn,11209,Brooklyn 20,0,0,0,4,12,16
905788,GFDC,License,Kiddie Street LLC,Brooklyn,11218,Brooklyn 15,0,0,0,4,12,16
901966,GFDC,License,"Pascal Genao, Angela",Yonkers,10705,Yonkers,0,0,0,4,12,16
887260,GFDC,License,KAREN’S NURTURING DAYCARE CORP.,Bronx,10456,Bronx 9,0,0,0,4,12,16
895115,SACC,Registration,Children's Arts and Science Workshops Inc.,Bronx,10463,Bronx 10,0,0,0,105,0,105
901740,FDC,Registration,"Hoag, Nicole",Latham,12110,North Colonie,0,0,0,2,6,8
902987,GFDC,License,"Balbuena, Helen",Bronx,10458,Bronx 10,0,0,0,4,12,16
903492,FDC,Registration,Libby's Little Learners,Salamanca,14779,Salamanca,0,0,0,2,6,8
886348,FDC,Registration,"Allen, Victoria",Endwell,13760,Maine-Endwell,0,0,0,2,6,8
899698,GFDC,License,Let's Learn With MS E LLC,Bronx,10465,Bronx 8,0,0,0,4,12,16
887235,DCC,License,"Family Services of Westchester, Inc.",Mount Kisco,10549,Bedford,0,0,35,0,0,35
896947,GFDC,License,"Rodriguez, Maria",Far Rockaway,11691,Queens 27,0,0,0,4,12,16
898206,GFDC,License,Little Sunshine Daycare 2023 Inc.,Staten Island,10314,Richmond 31,0,0,0,4,12,16
886061,FDC,Registration,"Adkins, Patience",Brockport,14420,Brockport,0,0,0,2,6,8
907365,FDC,Registration,Apple Heart Day Care,Yonkers,10705,Yonkers,0,0,0,2,6,8
912368,GFDC,License,"Jordan, Lakeesha",Arverne,11692,Queens 27,0,0,0,4,12,16
900649,GFDC,License,Sweet Footprints LLC,BRONX,10465,Bronx 8,0,0,0,4,12,16
899487,GFDC,License,Creative Minds of BK LLC,Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16
899295,GFDC,License,"Tirado-Carrion, Juzenia",Bronx,10454,Bronx 7,0,0,0,4,12,16
902754,SACC,Registration,"Harriman Summer Camp S-11, Inc",Far Rockaway,11691,Queens 27,0,0,0,188,0,188
917721,GFDC,License,"Abreu, Sheila",Bronx,10461,Bronx 11,0,0,0,4,12,16
892747,GFDC,License,SOARING EAGLES DAYCARE LLC,Brooklyn,11225,Brooklyn 17,0,0,0,4,12,16
914503,GFDC,License,MEP2 LLC,Brooklyn,11203,Brooklyn 17,0,0,0,4,12,16
904549,FDC,Registration,Tinycuse,East Syracuse,13057,E.Syracuse-Minoa,0,0,0,2,6,8
902229,GFDC,License,Kingdom Kiddos Child Care LLC,Brooklyn,11216,Brooklyn 17,0,0,0,4,12,16
901556,GFDC,License,"The Littlest Rascals, LLC",Gloversville,12078,Mayfield,0,0,0,4,12,16
895555,GFDC,License,SCRIBBLES DAYCARE LLC,bronx,10452,Bronx 9,0,0,0,2,10,12
906719,GFDC,License,"Goodspeed, Sarah",Indian Lake,12842,Indian Lake,0,0,0,4,12,16
891052,GFDC,License,"Little Adventure Daycare 1, Inc",Hempstead,11550,Hempstead,0,0,0,4,12,16
892716,GFDC,License,ROSA LITTLE GARDEN INC.,Bronx,10453,Bronx 10,0,0,0,0,12,12
886869,GFDC,License,VANESA LITTLE ANGEL DAY CARE INC,Woodhaven,11421,Queens 27,0,0,0,4,12,16
901983,GFDC,License,GOLD STARS FAMILY DAYCARE INC,Bronx,10460,Bronx 12,0,0,0,0,12,12
907879,FDC,Registration,"Valdez, Jazmin",Bronx,10453,Bronx 10,0,0,0,2,6,8
900172,GFDC,License,Little Miracles Daycare,Clay,13041,North Syracuse,0,0,0,4,12,16
920488,FDC,Registration,"Morrobel, Wendy",Bronx,10468,Bronx 10,0,0,0,2,6,8
897538,GFDC,License,Yany’s Blessing Family Daycare Corp.,hempstead,11550,Uniondale,0,0,0,4,12,16
897113,GFDC,License,"De La Cruz, Farah",Bronx,10452,Bronx 9,0,0,0,0,12,12
911755,GFDC,License,"Perez, Himilce",bronx,10458,Bronx 10,0,0,0,4,12,16
905975,GFDC,License,Our Family Daycare,Troy,12180,Troy,0,0,0,4,12,16
907700,FDC,Registration,"Brooks, Ullette",Brentwood,11717,Brentwood,0,0,0,2,6,8
887533,GFDC,License,WNI DREAM INC,Plainview,11803,Plainview,0,0,0,4,12,16
891278,GFDC,License,"Civil-Hodge, Josefa",Bronx,10452,Bronx 9,0,0,0,4,12,16
890580,SACC,Registration,"The Young Men's Christian Association of Long Island, Inc.",Huntington,11743,Huntington,0,0,0,44,0,44
904178,GFDC,License,DP Daycare LLC,Brooklyn,11233,Brooklyn 16,0,0,0,4,12,16
915588,DCC,License,Kreative Kids Early Childhood Program LLC,Troy,12180,Troy,0,0,71,0,0,71
892335,GFDC,License,Precious Dreams Daycare Inc,Ozone Park,11417,Queens 27,0,0,0,4,12,16
886503,GFDC,License,Little Kids Daycare Center,amityville,11701,Amityville,0,0,0,4,12,16
898801,GFDC,License,"ISAIAH LEARN N' PLAY 2, INC",East meadow,11554,East Meadow,0,0,0,4,12,16
921168,FDC,Registration,Safe Havens Daycare,Evans Mills,13637,Indian River,0,0,0,0,5,5
883483,DCC,License,FAITH CHILDCARE,POUGHKEEPSIE,12603,Poughkeepsie,8,12,0,0,0,20
887841,GFDC,License,Munchkinz Family Daycare,Oceanside,11572,Oceanside,0,0,0,4,12,16
909308,GFDC,License,A Learning Odyssey Daycare,Astoria,11102,Queens 30,0,0,0,4,12,16
881995,SACC,Registration,New York Tennis League,Bronx,10457,Bronx 9,0,0,0,206,0,206
895197,GFDC,License,"Harvey-Onukogu, Naeem",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16
887128,GFDC,License,"Pasko, Anna",Douglaston,11363,Queens 26,0,0,0,4,12,16
889155,GFDC,License,Esther Family Daycare,bronx,10473,Bronx 8,0,0,0,0,12,12
914965,GFDC,License,ZAHRA DAYCARE,BRONX,10456,Bronx 9,0,0,0,2,12,14
899577,GFDC,License,"Love, Fun and Laugh Child Development Corp.",Woodhaven,11421,Queens 27,0,0,0,4,12,16
911688,GFDC,License,"Bolivar Gomez, Mireya",Port Jervis,12771,Port Jervis,0,0,0,4,12,16
893944,SACC,Registration,Young Men's Christian Association of Greater NY,Brooklyn,11249,Brooklyn 14,0,0,0,84,0,84
903953,GFDC,License,Kids Play NY Inc.,Brooklyn,11218,Brooklyn 20,0,0,0,4,12,16
906264,GFDC,License,SUSIE CARE LLC,Medford,11763,Longwood,0,0,0,4,12,16
885292,GFDC,License,"Devargas, Juan",Freeport,11520,Freeport,0,0,0,4,12,16
892088,GFDC,License,Little Fox Daycare,Rochester,14624,Churchville-Chili,0,0,0,4,12,16
887297,GFDC,License,"Benjamin, Shawndell",Walworth,14568,Gananda,0,0,0,4,12,16
899134,FDC,Registration,SUNNY SKIES DAYCARE INC.,Lake grove,11755,Three Village,0,0,0,2,6,8
893252,SACC,Registration,"Westhab, Inc.",Yonkers,10701,Yonkers,0,0,0,105,0,105
890890,DCC,License,RUGRATS,Lockport,14094,Lockport,8,12,21,0,0,41
905722,GFDC,License,Little Big Treehouse,Liverpool,13090,Liverpool,0,0,0,4,12,16
911211,GFDC,License,GUMMY BEAR CHILDCARE INCORPORATED,Deer Park,11729,Deer Park,0,0,0,4,12,16
918872,GFDC,License,Children’s Playworks Too,Flushing,11367,Queens 25,0,0,0,4,12,16
902331,GFDC,License,Bellerose Family Day Care Inc.,Queens,11426,Queens 26,0,0,0,4,12,16
896961,FDC,Registration,"Rodriguez, Ana",Brooklyn,11206,Brooklyn 14,0,0,0,2,6,8
891865,FDC,Registration,LITTLE GIGGLES CHILDCARE LLC,Malta,12020,Ballston Spa,0,0,0,2,6,8
890739,FDC,Registration,Sweet Havens Childcare,Albany,12210,Albany,0,0,0,2,6,8
887760,DCC,License,Bovina Center Montessori School LLC,Bovina Center,13740,South Kortright,0,24,0,0,0,24
886239,DCC,License,The Clubhouse Day Care Center LLC,Willsboro,12996,Willsboro,8,12,15,0,0,35
892293,SACC,Registration,Arts and Athletics Inc,New York,10023,Manhattan 3,0,0,0,120,0,120
895812,GFDC,License,"Reid, Audrey",Laurelton,11413,Queens 29,0,0,0,4,12,16
893130,GFDC,License,"Keita, Bintou",Bronx,10465,Bronx 8,0,0,0,2,12,14
906407,DCC,License,"Minime Kiddy Daycare, Inc",Hempstead,11550,Hempstead,0,12,66,19,0,97
906541,GFDC,License,Sunnyside Daycare Program LLC,Yonkers,10701,Yonkers,0,0,0,4,12,16
893654,DCC,License,Lightbridge of Scarsdale,Scarsdale,10583,Edgemont,30,46,71,0,0,147
913628,GFDC,License,GG'S PLAYHOUSE GROUP FAMILY DAYCARE CORP.,Uniondale,11553,Uniondale,0,0,0,4,12,16
908060,GFDC,License,"Taveras Almonte, Dianelis",Bronx,10453,Bronx 10,0,0,0,2,12,14
920173,GFDC,License,EL ELYON DAYCARE CORP.,Queens,11416,Queens 27,0,0,0,4,12,16
895618,GFDC,License,"MJ's Budding Brains Daycare, LLC",Freeport,11520,Freeport,0,0,0,4,12,16
888073,GFDC,License,"Dandridge, Nichele",Bronx,10467,Bronx 10,0,0,0,4,12,16
904075,GFDC,License,Miss DD II Daycare Inc.,BRONX,10467,Bronx 10,0,0,0,4,12,16
896379,GFDC,License,Friendly Daycare Corp,BRONX,10453,Bronx 9,0,0,0,4,12,16
896479,FDC,Registration,"Khabir, Sunshray",Syracuse,13204,Syracuse,0,0,0,2,6,8
909963,SACC,Registration,WESTCHESTER CHILD DEVELOPMENT CENTER  LLC,Hartsdale,10530,White Plains,0,0,0,30,0,30
895647,FDC,Registration,Cervantes Family Day Care,Syracuse,13206,Syracuse,0,0,0,2,6,8
894718,GFDC,License,DAYCARE LITTLE TREE 2 CORP.,Brentwood,11717,Central Islip,0,0,0,4,12,16
906088,DCC,License,Healthy Kids Extended Day Program Inc.,Larchmont,10538,Mamaroneck,0,0,20,0,0,20
910098,FDC,Registration,L and R Day Care Center,Rochester,14605,Rochester,0,0,0,2,6,8
907180,FDC,Registration,Small Blessings Daycare,Utica,13501,Utica,0,0,0,2,6,8
907005,FDC,Registration,"Rodriguez Ramos, Zuleyka",Rochester,14609,East Irondequoit,0,0,0,2,6,8
912870,GFDC,License,THE RAINBOW PLAYHOUSE DAYCARE CORP.,New York,10034,Manhattan 6,0,0,0,4,12,16
893265,GFDC,License,"Mejia Castillo, Enmanuel",Bronx,10456,Bronx 9,0,0,0,0,12,12
916502,SACC,Registration,"THE GREEK SCHOOL OF PLATO, LTD",Brooklyn,112283633,Brooklyn 20,0,0,0,81,0,81
902587,FDC,Registration,"Garcia, Maria",New York,10029,Manhattan 4,0,0,0,2,6,8
910778,GFDC,License,Devesh Childcare Inc.,Schenectady,12307,Schenectady,0,0,0,4,12,16
905104,GFDC,License,"Greene-Dembele, Hope",Bronx,10456,Bronx 9,0,0,0,0,12,12
899599,GFDC,License,Kids R' Kids Playhouse INC.,Yonkers,10701,Yonkers,0,0,0,4,12,16
892977,GFDC,License,Aleph Bais Group Inc.,Brooklyn,11218,Brooklyn 20,0,0,0,4,12,16
892193,FDC,Registration,"Qu, Shumin",New Hyde Park,11040,New Hyde Park,0,0,0,2,6,8
887354,SACC,Registration,Maspeth Town Hall @ PS 7,Elmhurst,11373,Queens 24,0,0,0,200,0,200
897787,GFDC,License,FRIENDLY GROUP DAYCARE,East Meadow,11554,East Meadow,0,0,0,4,12,16
901011,FDC,Registration,MY SUNSHINE DAYCARE LLC,West Babylon,11704,West Babylon,0,0,0,2,6,8
896577,GFDC,License,"Talented Daycare, Inc",Bronx,10467,Bronx 11,0,0,0,4,12,16
910202,FDC,Registration,"Villegas, Evelyn",Bronx,10455,Bronx 7,0,0,0,2,6,8
903523,GFDC,License,"Cordero, Maria",Bronx,10459,Bronx 12,0,0,0,4,12,16
904734,FDC,Registration,Valentina's Playground INC.,Highland Falls,10928,Highland Falls,0,0,0,2,6,8
892616,FDC,Registration,"Herron, Lindsey",New Windsor,12553,Washingtonville,0,0,0,2,6,8
900534,GFDC,License,"De Jesus Henriquez, Jose",Bronx,10452,Bronx 9,0,0,0,4,12,16
905913,GFDC,License,Fundamentals Group Family Day Care LLC,Bronx,10468,Bronx 10,0,0,0,2,10,12
891475,FDC,Registration,"Abilities Child Care, LLC",Rochester,14609,East Irondequoit,0,0,0,2,6,8
891405,SACC,Registration,"Right At School, LLC",New Hartford,13413,New Hartford,0,0,0,40,0,40
885772,FDC,Registration,Beatriz Divino Nino Day Care LLC,Bronx,10457,Bronx 9,0,0,0,2,6,8
890712,SACC,Registration,New York Edge Inc,Queens,11693,Queens 27,0,0,0,139,0,139
883054,DCC,License,"Childtime Childcare, Inc",Williamsville,14221,Williamsville,24,22,39,30,0,115
889830,DCC,License,"American Emergent Curriculum, Inc.",Northport,11768,Northport,0,24,9,0,0,33
906267,GFDC,License,"Jackson, Jacinda",Syracuse,13208,Syracuse,0,0,0,4,12,16
917061,GFDC,License,Chavivim Day Care Inc.,BROOKLYN,11210,Brooklyn 22,0,0,0,4,12,16
914807,GFDC,License,Luna Garden 2 Group Family Daycare Corp,Bronx,10460,Bronx 10,0,0,0,4,12,16
920160,GFDC,License,D’Sunshine Day Care,Brentwood,11717,Brentwood,0,0,0,4,12,16
901263,DCC,License,Munchkinland Child Care,Farmingdale,117353602,Farmingdale,8,9,40,24,0,81
906162,GFDC,License,FABULOUS DAYCARE CORP.,BRONX,10457,Bronx 9,0,0,0,4,12,16
887992,DCC,License,Gods Little Giants Learning Center,Mount Vernon,10550,Yonkers,0,20,12,10,0,42
906825,FDC,Registration,Leagvibe`s Kingdom Daycare,Syracuse,13206,Syracuse,0,0,0,2,6,8
899380,DCC,License,Blue Hearts Childcare LLC,New Windsor,12553,Newburgh,4,5,12,12,0,33
880730,GFDC,License,LENEF DAYCARE II,baldwin,11510,Baldwin,0,0,0,4,12,16
900731,SACC,Registration,The Young Men's Christian Association of the Capital District,Troy,12182,Lansingburgh,0,0,0,80,0,80
882557,FDC,Registration,"Vega, Carmen",Bronx,10453,Bronx 10,0,0,0,2,6,8
901120,GFDC,License,Mama Coco Daycare Family Group,Yonkers,10704,Yonkers,0,0,0,4,12,16
890937,GFDC,License,"Kokeyna, Aminata",Bronx,10456,Bronx 9,0,0,0,2,12,14
899789,FDC,Registration,Golden Angel Family Daycare Corp.,Stony Point,10980,,0,0,0,2,6,8
909803,GFDC,License,"Luciano, Nisa",Astoria,11106,Queens 30,0,0,0,4,12,16
900070,SACC,Registration,Healthy Kids Extended Day Program Inc.,Marion,14505,Marion,0,0,0,140,0,140
913517,SACC,Registration,Buddhist Tzu Chi Foundation,Brooklyn,11219,Brooklyn 20,0,0,0,120,0,120
886721,GFDC,License,"Burgos Disla, Virnalisy",New York,10033,Manhattan 6,0,0,0,4,12,16
895258,SACC,Registration,"Kan Cobra Tiger Alliance, Incorporated",Brooklyn,11207,Brooklyn 19,0,0,0,130,0,130
915003,SACC,Registration,NIA Community Services Network @ PS 134,Brooklyn,11218,Brooklyn 20,0,0,0,35,0,35
917443,GFDC,License,BABIES DAY OUT DAYCARE,Buffalo,14215,Buffalo,0,0,0,4,12,16
910273,DCC,License,McGoogle's Mind Molders Academy,Potsdam,13676,Potsdam,8,12,31,30,0,81
909097,FDC,Registration,"Rivera, Martini",Elmira,14904,Elmira City,0,0,0,2,6,8
901735,GFDC,License,Children's World Daycare,Freeport,11520,Freeport,0,0,0,4,12,16
906061,SACC,Registration,SCOPE Education Services,Valley Stream,11581,Hewlett Woodmere,0,0,0,60,0,60
897009,GFDC,License,LITTLE HEARTS GREAT MINDS CORP.,Bronx,10473,Bronx 8,0,0,0,0,12,12
908255,FDC,Registration,"Plonski, Casey",Kerhonkson,12446,Rondout Valley,0,0,0,2,6,8
893092,DCC,License,Athena Montessori Children's Program LLC,White Plains,10605,White Plains,0,14,23,0,0,37
898361,GFDC,License,"Tavarez Pena, Emily",Bronx,10462,Bronx 11,0,0,0,2,12,14
916176,DCC,License,The Learning Experience,Kings Park,11754,Kings Park,16,72,56,0,0,144
912903,DCC,License,UHS Childcare Center,Johnson City,13760,Johnson City,16,30,28,20,0,94
898421,GFDC,License,"Cupidore, Natasha",Brooklyn,11236,Brooklyn 18,0,0,0,4,12,16
913401,GFDC,License,"Taveras  Martinez, Miguelina",New York,10034,Manhattan 6,0,0,0,4,12,16
901053,GFDC,License,BRISTOW CLUBHOUSE CORP,Bronx,10459,Bronx 12,0,0,0,4,12,16
881077,GFDC,License,Happy Treehouse Daycare INC,bronx,10467,Bronx 10,0,0,0,4,12,16
888459,FDC,Registration,"Ferrera, Karen",Bronx,10459,Bronx 12,0,0,0,0,6,6
912988,GFDC,License,My Ray of Sunshine Daycare LLC,Central Islip,11722,Central Islip,0,0,0,4,12,16
912054,GFDC,License,Lion Group Family Daycare,Port Chester,10573,Port Chester-Rye,0,0,0,4,12,16
903795,GFDC,License,Kinderlach LLC,Brooklyn,11219,Brooklyn 20,0,0,0,4,12,16
916672,GFDC,License,Little Diamonds Daycare Corporation,Bronx,10452,Bronx 9,0,0,0,4,12,16
902523,GFDC,License,Raising Three Little Bears Daycare Inc.,Bronx,10453,Bronx 10,0,0,0,4,12,16
885111,GFDC,License,Pocket of Play All Day INC,Yonkers,10701,Yonkers,0,0,0,4,12,16
908991,FDC,Registration,"Parker, Teleakie",Bronx,10459,Bronx 12,0,0,0,2,6,8
913096,GFDC,License,Tiny Teddy Daycare LLC,Bay shore,11706,Bay Shore,0,0,0,4,12,16
914104,SACC,Registration,Manhattan Youth Recreation & Resources Inc.,Manhattan,10006,Manhattan 2,0,0,14,142,0,156
914611,GFDC,License,MINDFUL SUNSHINE DAYCARE INC,Bronx,10466,Bronx 11,0,0,0,4,12,16
886180,FDC,Registration,Little Stars Childcare,Rochester,14621,Rochester,0,0,0,2,6,8
886925,DCC,License,Huntington-Lloyd Harbor Day Care LLC,Huntington,11743,Huntington,0,40,39,0,0,79
898967,GFDC,License,My Favorite Family Group Daycare Corp,Bronx,10452,Bronx 9,0,0,0,4,12,16
894841,GFDC,License,Abby's Playground,Bay Shore,11706,Bay Shore,0,0,0,4,12,16
897350,SACC,Registration,"Claremont Neighborhood Centers, Inc.",Bronx,10451,Bronx 7,0,0,0,140,0,140
904974,FDC,Registration,"Rodriguez, Miriam",Bronx,10455,Bronx 7,0,0,0,2,6,8
914754,GFDC,License,AUNTIE EMILY FAMILY GROUP DAYCARE 1 INC.,BRONX,10468,Bronx 10,0,0,0,4,12,16
896357,FDC,Registration,"Bowrin, Alberta",Brooklyn,11212,Brooklyn 19,0,0,0,2,6,8
913879,FDC,Registration,"Orwen, Tina",Penn Yan,14527,Penn Yan,0,0,0,2,6,8
918354,GFDC,License,"Williams Jr, Fitzroy",Brooklyn,11226,Brooklyn 17,0,0,0,4,12,16
918632,GFDC,License,USA LEARNING CHILD CARE INC.,WESTBURY,11590,East Meadow,0,0,0,4,12,16
882614,DCC,License,Programs Opportunities With Enrichment Resources Inc,Mount Vernon,10550,Mount Vernon,0,0,23,19,0,42
894103,FDC,Registration,"Moss, Sarah",Elmira,14901,Elmira City,0,0,0,2,6,8
907572,DCC,License,Family YMCA of Tarrytown,Tarrytown,10591,Tarrytown,24,29,10,0,0,63
908944,GFDC,License,"Rojas Tepox, Humberta",EAST ELMHURST,11369,Queens 30,0,0,0,4,12,16
895392,GFDC,License,"Rosero, Lorena",Bronx,10460,Bronx 12,0,0,0,4,12,16
881656,FDC,Registration,"Stevenson, Jessica",Comstock,12821,Whitehall,0,0,0,2,6,8
899840,GFDC,License,THE JUNGLE DAY CARE LLC,Ridgewood,11385,Queens 24,0,0,0,4,12,16
882544,GFDC,License,Anneris Group Family Day Care,Bronx,10458,Bronx 10,0,0,0,0,12,12
884798,GFDC,License,Humpty Dumpty's Play House,Wappingers Falls,12590,Wappingers,0,0,0,4,12,16
883678,GFDC,License,"Garcia, Marleny",Bronx,10460,Bronx 12,0,0,0,4,12,16
901167,GFDC,License,"Teaching, Learning, Caring Day Care",Westbury,11590,Westbury,0,0,0,4,12,16
909421,GFDC,License,"Jayaweera, Nethma",Staten Island,10302,Richmond 31,0,0,0,4,12,16
893899,SACC,Registration,CAPITAL KIDS CARE,Rotterdam,12306,Mohonasen,0,0,0,30,0,30
882144,GFDC,License,"Sophia's Funhouse Daycare, Corp.",Elmont,11003,Elmont,0,0,0,4,12,16
883768,SACC,Registration,Kids Achievement Programs,Yonkers,10710,Yonkers,0,0,0,20,0,20
911141,GFDC,License,"Sabino-Morales, Delta",Staten Island,10303,Richmond 31,0,0,0,0,12,12
892699,GFDC,License,"Batista Valdez, Deivy",Bronx,10462,Bronx 11,0,0,0,4,12,16
888584,GFDC,License,"Reyes, Seyri",Bronx,10452,Bronx 9,0,0,0,0,10,10
880634,FDC,Registration,"Diaz, Jeanette",Bronx,10472,Bronx 12,0,0,0,2,6,8
903013,GFDC,License,Sussys Daycare Corp.,Brentwood,11717,Brentwood,0,0,0,4,12,16
899524,GFDC,License,Wheecare Inc,Monsey,10952,East Ramapo,0,0,0,4,12,16
891723,GFDC,License,"Stone, Jessica",Essex,12936,Willsboro,0,0,0,4,12,16
890121,DCC,License,Breaking All Barriers 365,Rochester,14604,Rochester,0,12,14,11,0,37
914815,GFDC,License,Small Blessings Family Group Daycare,bronx,10452,Bronx 9,0,0,0,4,12,16
893063,GFDC,License,"Normandin, Mallory",South Glens Falls,12803,S.Glens Falls,0,0,0,4,12,16
884013,GFDC,License,Early Little Learners Daycare,Schenectady,12304,Schenectady,0,0,0,4,12,16
